timestamp,session_time,frame_identifier,player_car_index_x,last_lap_time,current_lap_time,sector_1_time_ms,sector_1_time_min,sector_2_time_ms,sector_2_time_min,delta_car_ahead_ms,delta_car_ahead_min,delta_race_leader_ms,delta_race_leader_min,lap_distance,total_distance,speed_trap_fastest_speed,speed_trap_fastest_lap,current_lap_num,player_car_index_y,speed_kph,throttle,steer,brake,clutch,gear,engine_rpm,drs,rev_lights_percent,rev_lights_bit_value,brake_temp_rl,brake_temp_rr,brake_temp_fl,brake_temp_fr,player_car_index,world_pos_X,world_pos_Y,world_pos_Z,world_velo_X,world_velo_Y,world_velo_Z,track_name
1786296872.5614672,480.3724365234375,9803,0,84058,0,0,0,0,0,0,0,0,0,3930.79931640625,8302.24609375,332.7499084472656,3,3,0,121,0.0,0.6241364479064941,1.0,0,3,8257,0,0,0,991,987,1002,997,0,307.56109619140625,87.47173309326172,709.8260498046875,-14.660980224609377,0.0082391873002052,30.367773056030277,MONTREALGRAND PRIX
1786296873.0634975,480.8819580078125,9813,0,84058,0,0,0,0,0,0,0,0,0,3945.91845703125,8317.365234375,332.7499084472656,3,3,0,92,0.0,0.5179525017738342,1.0,0,2,7975,0,0,0,1008,1004,1018,1013,0,299.0649108886719,87.43538665771484,722.1885986328125,-18.06484603881836,-0.0611190013587474,18.303977966308597,MONTREALGRAND PRIX
1786296873.5714054,481.3658447265625,9823,0,84058,0,0,0,0,0,0,0,0,0,3961.14404296875,8332.5908203125,332.7499084472656,3,3,0,79,0.0,-0.4836302101612091,1.0,0,2,6776,0,0,0,1001,997,1012,1008,0,290.9635314941406,87.46954345703125,730.6029052734375,-13.316513061523438,0.2877885401248932,17.72598648071289,MONTREALGRAND PRIX
1786296874.0528424,481.86614990234375,9833,0,84058,0,0,0,0,0,0,0,0,0,3969.82958984375,8341.2763671875,332.7499084472656,3,3,0,66,1.0,-0.8654327392578125,0.0,0,2,6412,0,0,0,993,991,1007,1003,0,286.9703063964844,87.59063720703125,739.4229125976562,-3.088229179382324,0.1547182202339172,18.16698837280273,MONTREALGRAND PRIX
1786296874.567958,482.3673706054688,9843,0,84058,0,0,0,0,0,0,0,0,0,3978.72412109375,8350.1708984375,332.7499084472656,3,3,0,71,1.0,-0.0,0.0,0,2,6932,0,0,0,978,976,994,990,0,287.6587219238281,87.61972045898438,748.5709228515625,4.295939922332764,-0.002153331413865,19.507797241210938,MONTREALGRAND PRIX
1786296875.053074,482.8737487792969,9853,0,84058,0,0,0,0,0,0,0,0,0,3990.52001953125,8361.966796875,332.7499084472656,3,3,0,94,1.0,-0.0,0.0,0,2,9752,0,0,0,959,957,978,975,0,290.2728271484375,87.63353729248047,760.0751342773438,5.868513584136963,0.024107800796628,25.69868469238281,MONTREALGRAND PRIX
1786296875.5613446,483.357177734375,9863,0,84058,0,0,0,0,0,0,0,0,0,4004.44775390625,8375.89453125,332.7499084472656,3,3,0,117,1.0,-0.0,0.0,0,2,11564,0,73,0,939,937,961,957,0,293.3832092285156,87.64173889160156,773.6456909179688,7.274991989135742,-0.0059363204054534,31.68623161315918,MONTREALGRAND PRIX
1786296876.0603905,483.8819580078125,9873,0,84058,0,0,0,0,0,0,0,0,0,4023.42041015625,8394.8671875,332.7499084472656,3,3,0,140,1.0,-0.0,0.0,0,3,10693,0,39,0,913,911,938,935,0,297.634521484375,87.63972473144531,792.1575927734375,8.76659107208252,-0.0048615499399602,38.17227935791016,MONTREALGRAND PRIX
1786296876.5592542,484.3627624511719,9883,0,84058,0,0,0,0,0,0,0,0,0,4043.48193359375,8414.9287109375,332.7499084472656,3,3,0,162,1.0,-0.0,0.0,0,4,10387,1,26,0,887,885,916,913,0,302.1221618652344,87.63945007324219,811.6976318359375,10.102057456970217,-0.0128084765747189,43.98701858520508,MONTREALGRAND PRIX
1786296877.0567193,484.8740234375,9893,0,84058,0,0,0,0,0,0,0,0,0,4068.68896484375,8440.1357421875,332.7499084472656,3,3,0,184,1.0,-0.0,0.0,0,4,11569,1,73,0,857,855,890,887,0,307.7666320800781,87.63798522949219,836.2750244140625,11.442105293273926,-0.0037777074612677,49.8214111328125,MONTREALGRAND PRIX
1786296877.555489,485.3731994628906,9903,0,84058,0,0,0,0,0,0,0,0,0,4094.80810546875,8466.2548828125,332.7499084472656,3,3,0,201,1.0,-0.0,0.0,0,5,10934,1,48,0,827,826,864,862,0,313.9521179199219,87.63628387451172,861.6712036132812,13.88778018951416,-0.000159714865731,54.35844802856445,MONTREALGRAND PRIX
1786296878.056692,485.8700866699219,9913,0,84058,0,0,0,0,0,0,0,0,0,4124.00927734375,8495.4560546875,332.7499084472656,3,3,0,218,1.0,-0.0,0.0,0,5,11770,1,81,0,796,795,837,835,0,321.1987609863281,87.63444519042969,889.9903564453125,15.04104232788086,-0.0039248075336217,58.768836975097656,MONTREALGRAND PRIX
1786296878.554234,486.3501892089844,9923,0,84058,0,0,0,0,0,0,0,0,0,4153.87353515625,8525.3203125,332.7499084472656,3,3,0,232,1.0,-0.0,0.0,0,6,10831,1,44,0,767,766,812,809,0,328.6091613769531,87.63268280029297,918.9442138671876,16.025527954101562,-0.0048905652947723,62.61512756347656,MONTREALGRAND PRIX
1786296879.0547712,486.8783874511719,9933,0,84058,0,0,0,0,0,0,0,0,0,4189.55419921875,8561.0009765625,332.7499084472656,3,3,0,246,1.0,0.0274359043687582,0.0,0,6,11461,1,68,0,734,733,782,780,0,337.4527587890625,87.63075256347656,953.5355834960938,16.770158767700195,-0.0039099394343793,66.49360656738281,MONTREALGRAND PRIX
1786296879.570981,487.3698425292969,9943,0,84058,0,0,0,0,0,0,0,0,0,4223.48486328125,8594.931640625,332.7499084472656,3,3,0,257,1.0,-0.0,0.0,0,7,10413,1,28,0,705,704,756,754,0,345.2064819335937,87.62919616699219,986.5949096679688,15.767767906188965,-0.0045652147382497,69.90968322753906,MONTREALGRAND PRIX
1786296880.0612657,487.8773498535156,9953,0,84058,0,0,0,0,0,0,0,0,0,4260.77978515625,8632.2265625,332.7499084472656,3,3,0,268,1.0,-0.0,0.0,0,7,10788,1,43,0,675,674,729,727,0,353.4007873535156,87.62754821777344,1022.9714965820312,16.386579513549805,-0.0039258780889213,72.75069427490234,MONTREALGRAND PRIX
1786296880.565341,488.359619140625,9963,0,84058,0,0,0,0,0,0,0,0,0,4297.19775390625,8668.64453125,332.7499084472656,3,3,0,277,1.0,-0.0,0.0,0,7,11132,1,55,0,647,646,704,702,0,361.4007568359375,87.62643432617188,1058.4879150390625,16.927766799926758,-0.0015508492942899,75.15314483642578,MONTREALGRAND PRIX
1786296881.0609062,488.8765563964844,9973,0,84058,0,0,0,0,0,0,0,0,0,4338.31005859375,8709.7568359375,332.7499084472656,3,3,0,285,1.0,0.0080293398350477,0.0,0,7,11466,1,68,0,618,617,678,676,0,370.219970703125,87.62543487548828,1098.6397705078125,16.337722778320312,-0.0016274026129394,77.7275161743164,MONTREALGRAND PRIX
1786296881.555487,489.3497009277344,9983,0,84058,50,0,0,0,0,0,0,0,0,4.291015625,8747.1845703125,332.7499084472656,3,3,0,292,1.0,0.0362205058336257,0.0,0,7,11721,1,79,0,593,592,655,652,0,377.2958984375,87.62461853027344,1135.466552734375,13.400238990783691,-0.0013530461583286,80.1241683959961,MONTREALGRAND PRIX
1786296882.0648932,489.8835754394531,9993,0,84058,589,0,0,0,0,0,0,0,0,48.33203125,8791.2255859375,332.7499084472656,3,3,0,297,1.0,0.0276724658906459,0.0,0,8,10603,1,36,0,571,564,633,627,0,382.2062072753906,87.62448120117188,1179.4256591796875,3.632470369338989,-0.004197034984827,82.48285675048828,MONTREALGRAND PRIX
1786296882.573358,490.3722534179688,10003,0,84058,1066,0,0,0,0,0,0,0,0,88.330078125,8831.2236328125,332.7499084472656,3,3,0,302,1.0,0.0235592406243085,0.0,0,8,10772,1,42,0,547,540,611,604,0,382.333740234375,87.62332153320312,1219.455078125,-2.423274040222168,-0.0017550615593791,83.94300079345703,MONTREALGRAND PRIX
1786296883.060104,490.8819580078125,10013,0,84058,1583,0,0,0,0,0,0,0,0,131.890625,8874.7841796875,332.7499084472656,3,3,0,304,0.0,0.0245614740997552,0.4724352061748504,0,8,10495,0,31,0,534,523,597,587,0,379.7297668457031,87.62345886230469,1262.7586669921875,-8.939377784729004,-0.0016504994127899,84.00605773925781,MONTREALGRAND PRIX
1786296883.5629702,491.36322021484375,10023,0,84058,2057,0,0,0,0,0,0,0,0,168.1455078125,8911.0390625,332.7499084472656,3,3,0,239,0.0,-0.0,1.0,0,7,9559,0,0,0,804,797,840,834,0,375.09521484375,87.62749481201172,1298.547607421875,-8.970682144165039,0.0202611926943063,65.97244262695312,MONTREALGRAND PRIX
1786296884.0598469,491.8818359375,10033,0,84058,2587,0,0,0,0,0,0,0,0,198.33984375,8941.2333984375,332.7499084472656,3,3,0,175,0.0,-0.0029716494027525,1.0,0,5,9079,0,0,0,921,917,946,942,0,371.0242004394531,87.63798522949219,1328.4713134765625,-6.579353332519531,0.0131137473508715,48.34738159179688,MONTREALGRAND PRIX
1786296884.5538137,492.3515930175781,10043,0,84058,3045,0,0,0,0,0,0,0,0,218.029296875,8960.9228515625,332.7499084472656,3,3,0,134,0.0,-0.2017050683498382,1.0,0,3,9641,0,0,0,965,963,986,985,0,368.7254028320313,87.63824462890625,1348.033447265625,-2.3766579627990723,-0.0112627781927585,37.383331298828125,MONTREALGRAND PRIX
1786296885.0635,492.8852844238281,10053,0,84058,3594,0,0,0,0,0,0,0,0,236.095703125,8978.9892578125,332.7499084472656,3,3,0,115,0.0,-0.1315201222896576,0.0,0,3,8226,0,0,0,959,958,981,981,0,369.8517761230469,87.62049102783203,1366.3907470703125,5.755219459533691,-0.0585911609232425,31.59941673278809,MONTREALGRAND PRIX
1786296885.5655315,493.3631591796875,10063,0,84058,4056,0,0,0,0,0,0,0,0,250.6650390625,8993.55859375,332.7499084472656,3,3,0,109,0.0,-0.0237767826765775,0.0,0,3,7765,0,0,0,938,937,962,963,0,374.1546936035156,87.64683532714844,1380.2608642578125,12.540258407592772,0.3698587417602539,27.595598220825195,MONTREALGRAND PRIX
1786296886.0599985,493.880615234375,10073,0,84058,4596,0,0,0,0,0,0,0,0,270.51171875,9013.4052734375,332.7499084472656,3,3,0,103,0.0,-0.394818514585495,0.0,0,3,7375,0,0,0,916,915,944,944,0,381.3247985839844,87.85379028320312,1393.799560546875,16.37126922607422,0.0378312245011329,23.561988830566406,MONTREALGRAND PRIX
1786296886.553912,494.3526611328125,10083,0,84058,5046,0,0,0,0,0,0,0,0,283.26953125,9026.1630859375,332.7499084472656,3,3,0,96,0.4745098054409027,-0.5690194368362427,0.0,0,2,9000,0,0,0,897,896,928,928,0,390.4407653808594,87.82989501953125,1402.9849853515625,22.01536750793457,-0.1203236654400825,15.186851501464844,MONTREALGRAND PRIX
1786296887.0565186,494.87017822265625,10093,0,84058,5577,0,0,0,0,0,0,0,0,297.44140625,9040.3349609375,332.7499084472656,3,3,0,102,0.6274510025978088,0.0647103562951088,0.0,0,2,9287,0,0,0,878,878,911,912,0,403.468994140625,87.74897003173828,1408.593017578125,27.415830612182617,-0.2048112154006958,7.398114681243896,MONTREALGRAND PRIX
1786296887.5527864,495.349365234375,10103,0,84058,6043,0,0,0,0,0,0,0,0,311.365234375,9054.2587890625,332.7499084472656,3,3,0,107,0.0,0.3986069858074188,0.1276693344116211,0,2,9336,0,0,0,859,860,895,896,0,416.60882568359375,87.75112915039062,1413.39404296875,26.49674415588379,0.0639603286981582,13.699146270751951,MONTREALGRAND PRIX
1786296888.0616703,495.884033203125,10113,0,84058,6597,0,0,0,0,0,0,0,0,325.6669921875,9068.560546875,332.7499084472656,3,3,0,81,0.0,0.623749852180481,0.5572026968002319,0,2,6887,0,0,0,876,875,907,905,0,427.8432922363281,87.70321655273438,1422.2816162109375,13.855600357055664,-0.0268590804189443,17.7756404876709,MONTREALGRAND PRIX
1786296888.5612042,496.3682556152344,10123,0,84058,7080,0,0,0,0,0,0,0,0,335.1591796875,9078.052734375,332.7499084472656,3,3,0,60,0.0,0.865343451499939,0.0767355859279632,0,2,5330,0,0,0,881,879,909,907,0,431.83990478515625,87.7096939086914,1430.6839599609375,3.092213630676269,0.0229801703244447,16.488988876342773,MONTREALGRAND PRIX
1786296889.0529122,496.876708984375,10133,0,84058,7579,0,0,0,0,0,0,0,0,343.091796875,9085.9853515625,332.7499084472656,3,3,0,58,0.450980395078659,0.3440756797790527,0.0,0,1,7192,0,0,0,869,867,899,896,0,431.04248046875,87.7022476196289,1438.480712890625,-5.551474571228027,-0.0332884527742862,15.242254257202148,MONTREALGRAND PRIX
1786296889.5719068,497.3702392578125,10143,0,84058,8064,0,0,0,0,0,0,0,0,352.59375,9095.4873046875,332.7499084472656,3,3,0,69,0.501960813999176,0.0522506721317768,0.0,0,1,8296,0,0,0,856,854,888,886,0,427.9242858886719,87.7173843383789,1446.62939453125,-6.981966495513916,0.092643029987812,18.05340385437012,MONTREALGRAND PRIX
1786296890.0615752,497.8848571777344,10153,0,84058,8596,0,0,0,0,0,0,0,0,365.55078125,9108.4443359375,332.7499084472656,3,3,0,82,0.572549045085907,0.4855876863002777,0.0,0,2,7847,0,0,0,841,839,875,872,0,422.7349853515625,87.81111145019531,1456.612548828125,-13.713913917541504,0.2401966601610183,18.340673446655277,MONTREALGRAND PRIX
1786296890.5596578,498.3643493652344,10163,0,84058,9059,0,0,0,0,0,0,0,0,377.4345703125,9120.328125,332.7499084472656,3,3,0,83,0.615686297416687,0.4243398010730743,0.0,0,2,7864,0,0,0,827,824,863,859,0,414.6950073242188,87.95349884033203,1463.7169189453125,-20.122188568115234,0.358750432729721,11.34247589111328,MONTREALGRAND PRIX
1786296891.055315,498.8729248046875,10173,0,84058,9584,0,0,0,0,0,0,0,0,391.0,9133.8935546875,332.7499084472656,3,3,0,95,0.8196078538894653,0.05617181584239,0.0,0,2,8864,0,0,0,812,808,850,845,0,402.8363952636719,88.18218231201172,1468.25048828125,-25.233386993408203,0.5483050346374512,8.242976188659668,MONTREALGRAND PRIX
1786296891.553213,499.3598327636719,10183,0,84058,10054,0,0,0,0,0,0,0,0,404.935546875,9147.8291015625,332.7499084472656,3,3,0,110,0.91372549533844,0.3630768954753876,0.0,0,2,10266,0,21,0,795,791,835,830,0,389.4893798828125,88.5564193725586,1471.337646484375,-30.48318290710449,1.0346903800964355,2.991539001464844,MONTREALGRAND PRIX
1786296892.058438,499.8761596679688,10193,0,84058,10579,0,0,0,0,0,0,0,0,421.224609375,9164.1181640625,332.7499084472656,3,3,0,119,0.9098039269447328,-0.0,0.0,0,2,11303,0,61,0,782,771,822,813,0,373.2818298339844,89.16947937011719,1470.07177734375,-32.40555191040039,1.288251876831055,-6.603594779968262,MONTREALGRAND PRIX
1786296892.5597372,500.3604431152344,10203,0,84058,11062,0,0,0,0,0,0,0,0,438.4365234375,9181.330078125,332.7499084472656,3,3,0,137,0.9215686321258544,-0.0,0.0,0,3,10350,0,25,0,762,752,805,796,0,356.4388427734375,89.79492950439453,1466.404052734375,-37.33248519897461,1.1896121501922607,-8.222497940063477,MONTREALGRAND PRIX
1786296893.0583513,500.8805847167969,10213,0,84058,11585,0,0,0,0,0,0,0,0,459.921875,9202.8154296875,332.7499084472656,3,3,0,159,1.0,0.0618050917983055,0.0,0,4,9789,0,0,0,739,729,784,776,0,335.3871459960937,90.31193542480467,1461.693359375,-42.909698486328125,0.8303156495094299,-10.521910667419434,MONTREALGRAND PRIX
1786296893.5600317,501.35882568359375,10223,0,84058,12053,0,0,0,0,0,0,0,0,481.845703125,9224.7392578125,332.7499084472656,3,3,0,176,1.0,0.1077314913272857,0.0,0,4,11183,0,57,0,717,707,765,756,0,314.17803955078125,90.54022979736328,1455.971923828125,-47.03775787353516,0.1433353871107101,-14.152353286743164,MONTREALGRAND PRIX
