timestamp,session_time,frame_identifier,player_car_index,last_lap_time,current_lap_time,sector_1_time_ms,sector_1_time_min,sector_2_time_ms,sector_2_time_min,delta_car_ahead_ms,delta_car_ahead_min,delta_race_leader_ms,delta_race_leader_min,lap_distance,total_distance,delta_safety_car,car_position,current_lap_num,pit_status,pit_stops_count,sector,current_lap_invalid,penalties,total_warnings,corner_cutting_warnings,unserved_drive_thru_pens_count,unserved_stop_go_pens_count,grid_pos,driver_status,result_status,pitlane_timer_active,pitlane_time_in_lane_ms,pitstop_timer_ms,pitstop_should_serve_pen,speed_trap_fastest_speed,speed_trap_fastest_lap
1784313293.7159936,149.87539672851562,3010,0,0,0,0,0,0,0,0,0,0,0,-1041.302734375,-1041.302734375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313293.7562978,149.91641235351562,3011,0,0,0,0,0,0,0,0,0,0,0,-1039.98681640625,-1039.98681640625,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313293.810671,149.96839904785156,3012,0,0,0,0,0,0,0,0,0,0,0,-1038.05712890625,-1038.05712890625,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313293.8622062,150.0209197998047,3013,0,0,0,0,0,0,0,0,0,0,0,-1036.1787109375,-1036.1787109375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313293.9170482,150.0730743408203,3014,0,0,0,0,0,0,0,0,0,0,0,-1033.75390625,-1033.75390625,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313293.9599767,150.11669921875,3015,0,0,0,0,0,0,0,0,0,0,0,-1032.576171875,-1032.576171875,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.0134153,150.171630859375,3016,0,0,0,0,0,0,0,0,0,0,0,-1030.85107421875,-1030.85107421875,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.057581,150.21473693847656,3017,0,0,0,0,0,0,0,0,0,0,0,-1029.17724609375,-1029.17724609375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.110786,150.2689971923828,3018,0,0,0,0,0,0,0,0,0,0,0,-1027.556640625,-1027.556640625,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.165541,150.32228088378906,3019,0,0,0,0,0,0,0,0,0,0,0,-1025.47802734375,-1025.47802734375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.2095141,150.36488342285156,3020,0,0,0,0,0,0,0,0,0,0,0,-1024.470703125,-1024.470703125,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.261187,150.4183349609375,3021,0,0,0,0,0,0,0,0,0,0,0,-1022.99267578125,-1022.99267578125,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.3160648,150.4732208251953,3022,0,0,0,0,0,0,0,0,0,0,0,-1021.080078125,-1021.080078125,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.3576727,150.51612854003906,3023,0,0,0,0,0,0,0,0,0,0,0,-1020.14990234375,-1020.14990234375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.4135888,150.5701904296875,3024,0,0,0,0,0,0,0,0,0,0,0,-1018.78369140625,-1018.78369140625,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.4572358,150.61416625976562,3025,0,0,0,0,0,0,0,0,0,0,0,-1017.45654296875,-1017.45654296875,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.5095127,150.66810607910156,3026,0,0,0,0,0,0,0,0,0,0,0,-1016.134765625,-1016.134765625,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.5637174,150.7211456298828,3027,0,0,0,0,0,0,0,0,0,0,0,-1014.8095703125,-1014.8095703125,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.6087272,150.7647705078125,3028,0,0,0,0,0,0,0,0,0,0,0,-1013.47802734375,-1013.47802734375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.6585522,150.8178253173828,3029,0,0,0,0,0,0,0,0,0,0,0,-1012.1357421875,-1012.1357421875,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.7107568,150.86997985839844,3030,0,0,0,0,0,0,0,0,0,0,0,-1010.7802734375,-1010.7802734375,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.7652705,150.92257690429688,3031,0,0,0,0,0,0,0,0,0,0,0,-1008.95703125,-1008.95703125,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.8084655,150.96530151367188,3032,0,0,0,0,0,0,0,0,0,0,0,-1007.83203125,-1007.83203125,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
1784313294.8666773,151.0203857421875,3033,0,0,0,0,0,0,0,0,0,0,0,-1005.91796875,-1005.91796875,-0.0,1,1,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0.0,255
